id_colaborador,nome,genero,nivel,data_admissao,data_promocao,salario_base,percentual_bonus,id_departamento,id_filial,id_reporta_a,processos_actifs,horas_extras_mes,score_satisfacao,home_office,status_atual,nome_departamento,id_chefe_departamento,cidade,estado,id_socio_diretor
506,Felipe Costa ,Masculino,Sênior,2025-12-14,2025-12-14,"10149,95",0.26,20,3,400.0,67,46,1.4,False,Ativo,Trabalhista,200,Rio de Janeiro,RJ,503
507,Tatiana Mendes ,Não-binário,Júnior,,,"4781,65",0.08,20,1,100.0,63,50,1.3,True,Ativo,Trabalhista,200,Salvador,BA,501
508,Renata Pinto ,Femininoinino,Júnior,,,"4626,96",0.05,40,1,400.0,28,17,4.5,False,Ativo,Tributário,400,Salvador,BA,501
509,Mariana Rocha ,Não-binário,Pleno,,,"7251,95",0.13,40,3,400.0,18,11,4.0,False,Ativo,Tributário,400,Rio de Janeiro,RJ,503
510,Samuel Teixeira ,Masculino,Pleno,2021-08-29,2021-08-29,"6385,14",0.18,20,3,400.0,55,48,1.6,False,Ativo,Trabalhista,200,Rio de Janeiro,RJ,503
511,Kamila Pereira ,Masculino,Júnior,,,"4073,56",0.08,40,3,300.0,28,19,4.4,False,Ativo,Tributário,400,Rio de Janeiro,RJ,503
512,Carla Oliveira ,Femininoinino,Pleno,,,"6100,92",0.13,20,1,300.0,49,57,2.0,False,Desligado,Trabalhista,200,Salvador,BA,501
513,Lucas Martins ,Masculino,Pleno,,,"8337,45",0.2,10,3,502.0,16,14,3.6,False,Ativo,Civil,100,Rio de Janeiro,RJ,503
514,Renata Pinto ,Femininoinino,Júnior,,,"4678,96",0.06,20,4,400.0,67,48,,False,Ativo,Trabalhista,200,Belo Horizonte,MG,504
515,Tatiana Mendes ,Femininoinino,Sênior,2025-11-24,2025-11-24,"11749,1",0.3,10,3,502.0,25,14,4.6,False,Ativo,Civil,100,Rio de Janeiro,RJ,503
516,Ana Silva ,Não-binário,Pleno,,,"8266,43",0.16,30,3,200.0,24,4,4.2,True,Desligado,Corporativo,300,Rio de Janeiro,RJ,503
517,Tatiana Mendes ,Masculino,Sênior,2024-07-12,2024-07-12,"11988,08",0.35,40,1,400.0,18,4,4.8,True,Desligado,Tributário,400,Salvador,BA,501
518,João Lima ,Femininoinino,Júnior,,,"4286,59",0.02,30,2,400.0,15,6,4.2,False,Ativo,Corporativo,300,São Paulo,SP,502
519,Elena Rodrigues ,Femininoinino,Júnior,,,"3964,64",0.03,10,4,100.0,28,16,3.7,False,Ativo,Civil,100,Belo Horizonte,MG,504
520,Mariana Rocha ,Femininoinino,Júnior,,,"4711,35",0.0,20,4,400.0,68,37,1.4,False,Ativo,Trabalhista,200,Belo Horizonte,MG,504
521,Vitor Xavier ,Masculino,Pleno,,,"6038,73",0.19,30,3,200.0,24,3,3.6,True,Desligado,Corporativo,300,Rio de Janeiro,RJ,503
522,Carla Oliveira ,Não-binário,Pleno,2025-03-20,2025-03-20,"6733,83",0.11,30,3,300.0,22,15,4.0,True,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
523,Ana Silva ,Masculino,Sócio,2020-09-25,25/09/2020,"21173,39",0.35,20,1,,55,56,2.0,True,Ativo,Trabalhista,200,Salvador,BA,501
524,Carla Oliveira ,Femininoinino,Pleno,2024-12-29,2024-12-29,"8350,06",0.1,40,4,501.0,15,7,3.7,False,Ativo,Tributário,400,Belo Horizonte,MG,504
525,Ana Silva ,Femininoinino,Júnior,,,"3909,88",0.0,40,2,502.0,32,18,4.4,False,Ativo,Tributário,400,São Paulo,SP,502
526,João Lima ,Não-binário,Júnior,,,"3578,62",0.03,10,4,100.0,14,2,4.0,True,Ativo,Civil,100,Belo Horizonte,MG,504
527,Carla Oliveira ,Não-binário,Júnior,,,"4938,12",0.08,30,2,502.0,15,12,3.8,True,Ativo,Corporativo,300,São Paulo,SP,502
528,Mariana Rocha ,Não-binário,Júnior,,,"3681,21",0.06,20,2,502.0,51,49,1.3,False,Ativo,Trabalhista,200,São Paulo,SP,502
529,Carla Oliveira ,Femininoinino,Júnior,,,"4116,65",0.01,30,3,502.0,31,12,5.0,True,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
530,Felipe Costa ,Masculino,Pleno,,,"7562,88",0.1,40,2,502.0,30,16,3.9,True,Ativo,Tributário,400,São Paulo,SP,502
531,Ana Silva ,Femininoinino,Júnior,,,"4638,41",0.02,20,1,200.0,56,50,1.4,False,Ativo,Trabalhista,200,Salvador,BA,501
532,Bruno Souza ,Não-binário,Pleno,,,"7294,23",0.14,40,2,400.0,32,3,4.1,False,Desligado,Tributário,400,São Paulo,SP,502
533,Kamila Pereira ,Femininoinino,Pleno,,,"7117,94",0.19,30,1,502.0,28,12,,False,Desligado,Corporativo,300,Salvador,BA,501
534,Carla Oliveira ,Masculino,Júnior,,,"3578,16",0.08,10,1,300.0,14,15,4.5,True,Ativo,Civil,100,Salvador,BA,501
535,Natan Alves ,Femininoinino,Júnior,,,"4408,78",0.01,20,2,400.0,56,47,1.5,False,Ativo,Trabalhista,200,São Paulo,SP,502
536,Vitor Xavier ,Não-binário,Sênior,,,"13071,01",0.33,40,4,502.0,31,19,3.5,True,Ativo,Tributário,400,Belo Horizonte,MG,504
537,Olivia Barbosa ,Masculino,Pleno,,,"6625,44",0.13,20,3,501.0,51,35,1.0,True,Desligado,Trabalhista,200,Rio de Janeiro,RJ,503
538,Natan Alves ,Masculino,Pleno,2023-09-26,2023-09-26,"6423,43",0.16,30,4,300.0,17,8,4.6,True,Ativo,Corporativo,300,Belo Horizonte,MG,504
539,Lucas Martins ,Não-binário,Sócio,2019-09-15,2019-09-15,"18276,06",0.46,30,4,,16,10,4.3,False,Ativo,Corporativo,300,Belo Horizonte,MG,504
540,Vitor Xavier ,Femininoinino,Júnior,,,"4927,67",0.09,20,3,400.0,47,51,2.3,False,Desligado,Trabalhista,200,Rio de Janeiro,RJ,503
541,João Lima ,Masculino,Sócio,2021-11-04,04/11/2021,"21292,87",0.37,20,4,,56,39,1.4,False,Ativo,Trabalhista,200,Belo Horizonte,MG,504
542,João Lima ,Não-binário,Júnior,,,"4980,54",0.04,20,4,300.0,68,48,1.2,False,Desligado,Trabalhista,200,Belo Horizonte,MG,504
543,Pedro Gomes ,Femininoinino,Júnior,,,"4253,92",0.03,20,2,501.0,53,48,1.6,True,Ativo,Trabalhista,200,São Paulo,SP,502
544,João Lima ,Femininoinino,Pleno,2022-01-03,2022-01-03,"5692,79",0.1,10,2,100.0,20,2,4.4,False,Ativo,Civil,100,São Paulo,SP,502
545,Ana Silva ,Não-binário,Sênior,2024-02-08,2024-02-08,"11016,63",0.3,10,2,100.0,23,14,3.9,False,Ativo,Civil,100,São Paulo,SP,502
546,Ana Silva ,Femininoinino,Júnior,,,"4805,81",0.04,30,3,501.0,34,9,3.9,False,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
547,Gabriela Almeida ,Não-binário,Júnior,,,"4979,27",0.1,40,4,400.0,26,9,4.3,False,Ativo,Tributário,400,Belo Horizonte,MG,504
548,Pedro Gomes ,Masculino,Sênior,2023-09-10,2023-09-10,"10377,85",0.21,10,3,501.0,14,11,4.7,False,Desligado,Civil,100,Rio de Janeiro,RJ,503
549,Diego Santos ,Masculino,Pleno,,,"6222,7",0.16,40,2,300.0,17,12,4.8,False,Desligado,Tributário,400,São Paulo,SP,502
550,Pedro Gomes ,Não-binário,Pleno,2024-12-06,06/12/2024,"8268,21",0.19,20,3,502.0,47,55,1.5,False,Ativo,Trabalhista,200,Rio de Janeiro,RJ,503
551,Hugo Ribeiro ,Femininoinino,Pleno,,,"5763,04",0.19,40,4,501.0,16,12,4.9,True,Desligado,Tributário,400,Belo Horizonte,MG,504
552,Tatiana Mendes ,Femininoinino,Pleno,2024-04-07,2024-04-07,"8439,55",0.11,10,3,300.0,12,19,,False,Ativo,Civil,100,Rio de Janeiro,RJ,503
553,Pedro Gomes ,Femininoinino,Júnior,,,"4183,68",0.08,20,3,502.0,67,38,1.4,False,Desligado,Trabalhista,200,Rio de Janeiro,RJ,503
554,João Lima ,Masculino,Júnior,,,"4949,74",0.02,40,2,502.0,27,14,3.7,False,Ativo,Tributário,400,São Paulo,SP,502
555,Mariana Rocha ,Não-binário,Júnior,,,"4133,66",0.03,20,1,200.0,67,52,1.6,False,Desligado,Trabalhista,200,Salvador,BA,501
556,João Lima ,Não-binário,Pleno,,,"7231,47",0.13,30,1,502.0,35,22,3.2,False,Desligado,Corporativo,300,Salvador,BA,501
557,Natan Alves ,Masculino,Pleno,2025-01-16,2025-01-16,"5788,14",0.18,10,2,200.0,22,20,4.0,False,Ativo,Civil,100,São Paulo,SP,502
558,Diego Santos ,Femininoinino,Pleno,,,"6408,07",0.17,40,2,400.0,24,10,4.3,False,Desligado,Tributário,400,São Paulo,SP,502
559,Diego Santos ,Femininoinino,Júnior,,,"3683,08",0.01,30,1,502.0,30,7,3.9,False,Ativo,Corporativo,300,Salvador,BA,501
560,Elena Rodrigues ,Não-binário,Júnior,,,"3987,84",0.08,40,3,501.0,29,18,4.1,False,Ativo,Tributário,400,Rio de Janeiro,RJ,503
561,Diego Santos ,Não-binário,Júnior,,,"4793,01",0.02,10,2,100.0,30,8,4.4,True,Ativo,Civil,100,São Paulo,SP,502
562,Diego Santos ,Femininoinino,Júnior,,,"3947,87",0.0,30,1,400.0,28,11,4.4,True,Ativo,Corporativo,300,Salvador,BA,501
563,Kamila Pereira ,Não-binário,Pleno,2024-06-03,2024-06-03,"7031,77",0.1,20,4,200.0,49,44,2.2,False,Ativo,Trabalhista,200,Belo Horizonte,MG,504
564,Lucas Martins ,Não-binário,Júnior,,,"3692,74",0.07,20,2,502.0,47,43,1.9,True,Ativo,Trabalhista,200,São Paulo,SP,502
565,Isabela Carvalho ,Femininoinino,Júnior,,,"4545,2",0.02,20,2,501.0,55,48,1.5,False,Desligado,Trabalhista,200,São Paulo,SP,502
566,Diego Santos ,Masculino,Pleno,,,"7145,11",0.14,20,1,400.0,52,43,1.0,True,Desligado,Trabalhista,200,Salvador,BA,501
567,Diego Santos ,Femininoinino,Pleno,,,"8126,54",0.19,20,4,100.0,62,43,1.9,False,Desligado,Trabalhista,200,Belo Horizonte,MG,504
568,Felipe Costa ,Masculino,Júnior,,,"4709,13",0.02,20,3,502.0,53,35,2.0,True,Ativo,Trabalhista,200,Rio de Janeiro,RJ,503
569,Mariana Rocha ,Femininoinino,Júnior,,,"4603,13",0.02,20,2,501.0,59,46,2.1,False,Desligado,Trabalhista,200,São Paulo,SP,502
570,Renata Pinto ,Masculino,Pleno,,,"7942,07",0.15,30,3,200.0,32,4,3.3,False,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
571,Bruno Souza ,Não-binário,Pleno,,,"7162,48",0.17,10,2,400.0,28,19,,True,Desligado,Civil,100,São Paulo,SP,502
572,Ana Silva ,Não-binário,Júnior,,,"4137,47",0.07,10,2,200.0,17,18,4.8,True,Ativo,Civil,100,São Paulo,SP,502
573,Renata Pinto ,Femininoinino,Pleno,,,"6768,17",0.2,10,3,400.0,29,5,3.7,True,Desligado,Civil,100,Rio de Janeiro,RJ,503
574,Ana Silva ,Femininoinino,Sênior,,,"13699,0",0.34,30,3,400.0,13,13,3.2,False,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
575,Diego Santos ,Masculino,Pleno,2021-07-08,2021-07-08,"6058,47",0.11,30,3,400.0,28,6,3.9,False,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
576,Isabela Carvalho ,Não-binário,Júnior,,,"4206,05",0.07,10,2,300.0,33,16,3.5,True,Ativo,Civil,100,São Paulo,SP,502
577,Gabriela Almeida ,Masculino,Pleno,,,"5620,77",0.2,40,1,400.0,27,10,3.4,False,Desligado,Tributário,400,Salvador,BA,501
578,Mariana Rocha ,Masculino,Pleno,,,"7725,68",0.12,40,2,502.0,23,18,3.2,False,Desligado,Tributário,400,São Paulo,SP,502
579,Kamila Pereira ,Não-binário,Júnior,,,"4964,66",0.03,20,1,200.0,64,39,2.0,True,Desligado,Trabalhista,200,Salvador,BA,501
580,Isabela Carvalho ,Femininoinino,Júnior,,,"3871,03",0.09,20,3,100.0,65,55,1.2,True,Desligado,Trabalhista,200,Rio de Janeiro,RJ,503
581,Isabela Carvalho ,Femininoinino,Pleno,,,"6778,91",0.16,20,4,200.0,54,57,1.9,True,Desligado,Trabalhista,200,Belo Horizonte,MG,504
582,Pedro Gomes ,Masculino,Pleno,2022-01-21,2022-01-21,"5654,97",0.13,20,3,100.0,46,40,1.1,False,Ativo,Trabalhista,200,Rio de Janeiro,RJ,503
583,Pedro Gomes ,Masculino,Pleno,,,"5802,29",0.14,30,2,200.0,15,2,4.4,False,Desligado,Corporativo,300,São Paulo,SP,502
584,Lucas Martins ,Não-binário,Júnior,,,"4293,29",0.02,30,3,501.0,32,21,3.4,False,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
585,Olivia Barbosa ,Não-binário,Sênior,2020-07-21,2020-07-21,"10856,64",0.24,20,2,300.0,51,48,1.8,False,Ativo,Trabalhista,200,São Paulo,SP,502
586,Diego Santos ,Masculino,Sócio,2019-10-26,26/10/2019,"24327,08",0.4,30,3,,13,20,3.3,True,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
587,Samuel Teixeira ,Masculino,Júnior,,,"4957,31",0.04,20,4,501.0,51,40,1.0,False,Desligado,Trabalhista,200,Belo Horizonte,MG,504
588,Olivia Barbosa ,Não-binário,Pleno,,,"7075,22",0.12,20,1,100.0,46,52,1.3,True,Desligado,Trabalhista,200,Salvador,BA,501
589,Isabela Carvalho ,Femininoinino,Júnior,,,"4463,62",0.09,20,3,502.0,56,45,1.1,True,Desligado,Trabalhista,200,Rio de Janeiro,RJ,503
590,Vitor Xavier ,Masculino,Sênior,2023-08-26,2023-08-26,"9546,84",0.25,30,2,502.0,29,20,,False,Ativo,Corporativo,300,São Paulo,SP,502
591,Vitor Xavier ,Não-binário,Júnior,,,"3809,24",0.07,40,3,400.0,19,15,3.9,False,Ativo,Tributário,400,Rio de Janeiro,RJ,503
592,Olivia Barbosa ,Femininoinino,Júnior,,,"4723,4",0.04,10,4,502.0,17,7,4.7,False,Ativo,Civil,100,Belo Horizonte,MG,504
593,Carla Oliveira ,Femininoinino,Júnior,,,"3867,88",0.09,20,1,100.0,48,47,1.5,False,Desligado,Trabalhista,200,Salvador,BA,501
594,Hugo Ribeiro ,Femininoinino,Júnior,,,"3901,48",0.05,10,1,400.0,34,4,3.6,True,Ativo,Civil,100,Salvador,BA,501
595,Kamila Pereira ,Masculino,Júnior,,,"3731,77",0.01,40,2,400.0,29,11,3.4,False,Ativo,Tributário,400,São Paulo,SP,502
596,Ana Silva ,Femininoinino,Pleno,,,"5942,13",0.17,20,1,300.0,48,42,1.1,True,Desligado,Trabalhista,200,Salvador,BA,501
597,Kamila Pereira ,Não-binário,Júnior,,,"4040,74",0.08,30,1,400.0,22,21,3.5,False,Ativo,Corporativo,300,Salvador,BA,501
598,João Lima ,Não-binário,Júnior,,,"4813,1",0.02,20,3,400.0,65,39,1.4,True,Desligado,Trabalhista,200,Rio de Janeiro,RJ,503
599,Diego Santos ,Femininoinino,Pleno,,,"7680,12",0.16,40,4,502.0,22,17,4.0,False,Desligado,Tributário,400,Belo Horizonte,MG,504
600,Hugo Ribeiro ,Femininoinino,Pleno,,,"6991,31",0.11,40,3,502.0,34,15,4.1,False,Desligado,Tributário,400,Rio de Janeiro,RJ,503
601,Lucas Martins ,Feminino,Júnior,,,"3804,92",0.05,20,1,200.0,56,39,1.4,False,Ativo,Trabalhista,200,Salvador,BA,501
602,Hugo Ribeiro ,Femininoinino,Pleno,2021-07-03,2021-07-03,"7587,34",0.1,40,2,501.0,33,20,3.3,True,Ativo,Tributário,400,São Paulo,SP,502
603,Lucas Martins ,Femininoinino,Júnior,,,"3618,49",0.02,20,1,300.0,68,51,2.0,True,Desligado,Trabalhista,200,Salvador,BA,501
604,Kamila Pereira ,Não-binário,Júnior,,,"4672,1",0.02,40,4,400.0,28,7,3.2,True,Ativo,Tributário,400,Belo Horizonte,MG,504
605,Renata Pinto ,Não-binário,Júnior,,,"4564,03",0.03,40,3,400.0,24,21,3.3,True,Ativo,Tributário,400,Rio de Janeiro,RJ,503
606,Olivia Barbosa ,Não-binário,Júnior,,,"3969,78",0.04,20,1,501.0,48,38,1.1,False,Ativo,Trabalhista,200,Salvador,BA,501
607,João Lima ,Femininoinino,Júnior,,,"4312,35",0.03,30,1,100.0,32,3,3.6,False,Ativo,Corporativo,300,Salvador,BA,501
608,Bruno Souza ,Femininoinino,Sênior,2021-10-06,2021-10-06,"11104,92",0.26,10,4,502.0,35,13,5.0,False,Ativo,Civil,100,Belo Horizonte,MG,504
609,Renata Pinto ,Masculino,Pleno,2022-04-08,2022-04-08,"5950,56",0.14,10,3,502.0,16,16,,False,Ativo,Civil,100,Rio de Janeiro,RJ,503
610,Elena Rodrigues ,Femininoinino,Sócio,2021-12-11,2021-12-11,"22186,3",0.45,10,2,,21,13,4.3,False,Ativo,Civil,100,São Paulo,SP,502
611,Mariana Rocha ,Não-binário,Pleno,,,"7331,16",0.11,40,1,100.0,16,11,4.2,False,Desligado,Tributário,400,Salvador,BA,501
612,Kamila Pereira ,Masculino,Júnior,,,"4901,08",0.07,40,1,400.0,20,17,5.0,False,Ativo,Tributário,400,Salvador,BA,501
613,Pedro Gomes ,Não-binário,Sênior,2022-03-22,22/03/2022,"13356,5",0.34,20,1,502.0,64,45,1.5,False,Ativo,Trabalhista,200,Salvador,BA,501
614,Bruno Souza ,Masculino,Júnior,,,"4966,15",0.01,40,4,400.0,21,14,3.5,False,Ativo,Tributário,400,Belo Horizonte,MG,504
615,Olivia Barbosa ,Masculino,Júnior,,,"3640,25",0.02,10,2,400.0,35,5,4.9,False,Ativo,Civil,100,São Paulo,SP,502
616,Kamila Pereira ,Masculino,Sênior,2022-05-12,2022-05-12,"10456,86",0.28,40,2,200.0,29,6,4.9,False,Ativo,Tributário,400,São Paulo,SP,502
617,Bruno Souza ,Não-binário,Pleno,,,"5687,2",0.1,20,3,300.0,45,56,1.6,True,Desligado,Trabalhista,200,Rio de Janeiro,RJ,503
618,Carla Oliveira ,Femininoinino,Júnior,,,"4107,6",0.04,20,1,400.0,50,36,1.1,False,Ativo,Trabalhista,200,Salvador,BA,501
619,Gabriela Almeida ,Femininoinino,Sênior,2024-12-15,2024-12-15,"13027,36",0.31,30,3,501.0,12,19,4.6,False,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
620,Tatiana Mendes ,Não-binário,Pleno,,,"7492,19",0.12,20,1,100.0,49,50,2.2,True,Ativo,Trabalhista,200,Salvador,BA,501
621,Ana Silva ,Não-binário,Pleno,2023-09-13,2023-09-13,"7416,75",0.18,40,3,200.0,31,14,3.6,False,Ativo,Tributário,400,Rio de Janeiro,RJ,503
622,Lucas Martins ,Masculino,Sênior,2022-02-02,02/02/2022,"13404,91",0.34,20,1,400.0,56,46,2.2,True,Ativo,Trabalhista,200,Salvador,BA,501
623,Olivia Barbosa ,Femininoinino,Júnior,,,"4059,68",0.04,30,1,100.0,34,21,4.9,True,Ativo,Corporativo,300,Salvador,BA,501
624,Ana Silva ,Femininoinino,Júnior,,,"4898,75",0.07,10,1,502.0,28,20,4.7,True,Ativo,Civil,100,Salvador,BA,501
625,Hugo Ribeiro ,Femininoinino,Sênior,,,"13353,54",0.34,30,4,300.0,34,14,3.2,True,Ativo,Corporativo,300,Belo Horizonte,MG,504
626,Isabela Carvalho ,Masculino,Pleno,,,"7885,41",0.1,20,3,501.0,49,46,2.2,False,Desligado,Trabalhista,200,Rio de Janeiro,RJ,503
627,Tatiana Mendes ,Femininoinino,Júnior,,,"3862,75",0.1,30,3,300.0,24,7,3.9,False,Ativo,Corporativo,300,Rio de Janeiro,RJ,503
628,Diego Santos ,Femininoinino,Júnior,,,"4701,76",0.02,20,4,100.0,55,41,,False,Desligado,Trabalhista,200,Belo Horizonte,MG,504
629,Tatiana Mendes ,Não-binário,Júnior,,,"3541,73",0.07,40,1,200.0,32,22,4.6,False,Ativo,Tributário,400,Salvador,BA,501
630,Gabriela Almeida ,Masculino,Júnior,,,"4760,69",0.01,20,2,501.0,49,55,1.0,True,Desligado,Trabalhista,200,São Paulo,SP,502
631,Vitor Xavier ,Masculino,Sócio,2017-04-24,24/04/2017,"18619,05",0.46,10,1,,27,2,3.9,False,Ativo,Civil,100,Salvador,BA,501
632,Natan Alves ,Femininoinino,Pleno,,,"7400,66",0.12,40,1,100.0,30,22,4.3,True,Desligado,Tributário,400,Salvador,BA,501
633,Pedro Gomes ,Masculino,Júnior,,,"4399,99",0.0,10,3,200.0,29,2,4.1,False,Ativo,Civil,100,Rio de Janeiro,RJ,503
634,Gabriela Almeida ,Femininoinino,Júnior,,,"3991,31",0.03,20,3,502.0,47,46,2.0,True,Desligado,Trabalhista,200,Rio de Janeiro,RJ,503
635,Pedro Gomes ,Não-binário,Sênior,2025-06-11,2025-06-11,"10390,44",0.32,30,4,200.0,30,11,3.5,False,Ativo,Corporativo,300,Belo Horizonte,MG,504
636,Natan Alves ,Masculino,Júnior,,,"4620,62",0.05,40,4,400.0,23,22,4.7,False,Ativo,Tributário,400,Belo Horizonte,MG,504
637,Isabela Carvalho ,Não-binário,Sênior,2026-04-15,2026-04-15,"12402,94",0.32,20,1,200.0,50,45,1.6,False,Ativo,Trabalhista,200,Salvador,BA,501
638,Gabriela Almeida ,Femininoinino,Pleno,2025-03-15,2025-03-15,"7838,54",0.13,30,2,501.0,30,12,4.8,False,Ativo,Corporativo,300,São Paulo,SP,502
639,Vitor Xavier ,Masculino,Pleno,2022-12-04,2022-12-04,"7182,88",0.2,10,4,100.0,22,12,3.6,True,Ativo,Civil,100,Belo Horizonte,MG,504
640,Isabela Carvalho ,Femininoinino,Júnior,,,"3678,89",0.0,40,4,400.0,32,20,5.0,True,Ativo,Tributário,400,Belo Horizonte,MG,504
641,Bruno Souza ,Masculino,Júnior,,,"4877,05",0.04,30,2,501.0,22,13,3.9,False,Ativo,Corporativo,300,São Paulo,SP,502
642,Bruno Souza ,Não-binário,Pleno,,,"8451,9",0.19,30,4,100.0,12,9,3.3,False,Desligado,Corporativo,300,Belo Horizonte,MG,504
643,Natan Alves ,Masculino,Pleno,,,"6073,48",0.1,20,1,300.0,46,38,1.1,False,Desligado,Trabalhista,200,Salvador,BA,501
644,Vitor Xavier ,Masculino,Júnior,,,"3904,87",0.09,10,3,100.0,25,22,4.0,False,Ativo,Civil,100,Rio de Janeiro,RJ,503
645,Pedro Gomes ,Não-binário,Júnior,,,"3982,87",0.08,20,4,200.0,52,56,1.9,False,Desligado,Trabalhista,200,Belo Horizonte,MG,504
646,Bruno Souza ,Masculino,Júnior,,,"3519,69",0.09,10,1,300.0,28,18,4.7,True,Ativo,Civil,100,Salvador,BA,501
647,Diego Santos ,Não-binário,Pleno,,,"6590,93",0.16,40,2,502.0,14,10,,True,Desligado,Tributário,400,São Paulo,SP,502
648,Olivia Barbosa ,Femininoinino,Sócio,2017-03-04,2017-03-04,"18228,69",0.51,30,1,,15,19,3.4,True,Ativo,Corporativo,300,Salvador,BA,501
649,Mariana Rocha ,Femininoinino,Pleno,,,"6501,22",0.16,40,2,501.0,21,8,3.9,True,Desligado,Tributário,400,São Paulo,SP,502
650,Natan Alves ,Não-binário,Júnior,,,"4521,74",0.04,30,4,300.0,19,4,4.2,True,Ativo,Corporativo,300,Belo Horizonte,MG,504
